,model_type,clf,date,parameters,train_set_size,validation_set_size,baseline,precision_at_5,precision_at_10,precision_at_20,precision_at_30,precision_at_40,precision_at_50,recall_at_5,recall_at_10,recall_at_20,recall_at_30,recall_at_40,recall_at_50,auc-roc
0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",April,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",71211,5736,0.34309623430962344,0.5944055944055944,0.5619546247818499,0.5248474280732345,0.4965116279069767,0.4803836094158675,0.46513249651324967,0.08638211382113821,0.16361788617886178,0.30589430894308944,0.4339430894308943,0.5599593495934959,0.6778455284552846,0.6759043043256865
1,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",May,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",74857,6484,0.3431523750771129,0.6450617283950617,0.5987654320987654,0.5501543209876543,0.49922879177377893,0.4751253374469726,0.459901295496607,0.09393258426966292,0.17438202247191012,0.3204494382022472,0.43640449438202245,0.5537078651685393,0.6701123595505618,0.6789278487591379
2,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",June,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",80726,9618,0.3018299022665835,0.59375,0.5660770031217481,0.5039001560062403,0.4703639514731369,0.4424226670132571,0.4181742566022042,0.09817430244574578,0.18739235273854632,0.33379262831553563,0.4674474681364106,0.5862900447812608,0.6927316569066483,0.6881228728644643
3,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",April,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 1000}",71211,5736,0.34309623430962344,0.5909090909090909,0.5619546247818499,0.5231037489102005,0.4965116279069767,0.47951176983435045,0.4605997210599721,0.0858739837398374,0.16361788617886178,0.3048780487804878,0.4339430894308943,0.5589430894308943,0.671239837398374,0.6726857425819481
4,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",May,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 1000}",74857,6484,0.3431523750771129,0.6358024691358025,0.6157407407407407,0.5385802469135802,0.49922879177377893,0.47898187427689937,0.4577421344848859,0.09258426966292135,0.1793258426966292,0.3137078651685393,0.43640449438202245,0.5582022471910112,0.6669662921348315,0.6761814109447014
5,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",June,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 1000}",80726,9618,0.3018299022665835,0.58125,0.5764828303850156,0.5085803432137286,0.4682842287694974,0.4424226670132571,0.41755042628405076,0.09610747502583535,0.19083706510506374,0.3368928694454013,0.46538064071650015,0.5862900447812608,0.691698243196693,0.6888330786776922
6,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",April,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",71211,5736,0.34309623430962344,0.6013986013986014,0.5427574171029669,0.5170008718395815,0.502906976744186,0.4803836094158675,0.45781032078103207,0.08739837398373984,0.15802845528455284,0.3013211382113821,0.43953252032520324,0.5599593495934959,0.6671747967479674,0.6711071410077158
7,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",May,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",74857,6484,0.3431523750771129,0.6481481481481481,0.5879629629629629,0.5339506172839507,0.49460154241645243,0.47589664481295796,0.4608266502159161,0.09438202247191012,0.17123595505617978,0.3110112359550562,0.43235955056179776,0.5546067415730337,0.6714606741573034,0.6783781601948022
8,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",June,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",80726,9618,0.3018299022665835,0.5791666666666667,0.5691987513007284,0.5065002600104004,0.47001733102253035,0.4439823238887445,0.41401538781451447,0.0957630037891836,0.18842576644850156,0.33551498449879436,0.46710299689975887,0.5883568722011712,0.6858422321736135,0.6869833220005801
9,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",April,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 1000}",71211,5736,0.34309623430962344,0.5909090909090909,0.5636998254799301,0.5265911072362686,0.49767441860465117,0.48256320836966,0.4602510460251046,0.0858739837398374,0.1641260162601626,0.30691056910569103,0.4349593495934959,0.5625,0.6707317073170732,0.673497159434174
10,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",May,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 1000}",74857,6484,0.3431523750771129,0.6296296296296297,0.6111111111111112,0.5416666666666666,0.49922879177377893,0.47435403008098725,0.4577421344848859,0.09168539325842696,0.17797752808988765,0.3155056179775281,0.43640449438202245,0.5528089887640449,0.6669662921348315,0.6769866324056658
11,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",June,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 1000}",80726,9618,0.3018299022665835,0.5770833333333333,0.5691987513007284,0.5096203848153926,0.4703639514731369,0.4424226670132571,0.41692659596589726,0.09541853255253187,0.18842576644850156,0.3375818119187048,0.4674474681364106,0.5862900447812608,0.6906648294867379,0.6886450943371545
12,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",April,"{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 100}",71211,5736,0.34309623430962344,1.0,1.0,0.999128160418483,0.9994186046511628,0.8504795117698344,0.6820083682008368,0.14532520325203252,0.29115853658536583,0.5823170731707317,0.8734756097560976,0.9913617886178862,0.9939024390243902,0.9961634695467176
13,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",May,"{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 100}",74857,6484,0.3431523750771129,1.0,1.0,1.0,0.9989717223650385,0.8565368299267258,0.6850709438618137,0.1456179775280899,0.2912359550561798,0.5824719101123595,0.8732584269662922,0.9982022471910112,0.9982022471910112,0.9990016119202957
14,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",June,"{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 100}",80726,9618,0.3018299022665835,1.0,1.0,0.999479979199168,0.9927209705372617,0.7530543280478295,0.603243917654398,0.165346193592835,0.3310368584223217,0.6620737168446434,0.9865656217705822,0.9979331725800895,0.9993110575266965,0.9989753840290002
15,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",April,"{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 1000}",71211,5736,0.34309623430962344,1.0,0.9982547993019197,0.999128160418483,0.9994186046511628,0.8500435919790759,0.6823570432357043,0.14532520325203252,0.29065040650406504,0.5823170731707317,0.8734756097560976,0.9908536585365854,0.994410569105691,0.9962621152883503
16,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",May,"{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 1000}",74857,6484,0.3431523750771129,1.0,1.0,1.0,0.9989717223650385,0.8565368299267258,0.6850709438618137,0.1456179775280899,0.2912359550561798,0.5824719101123595,0.8732584269662922,0.9982022471910112,0.9982022471910112,0.9988903340183775
17,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",June,"{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 1000}",80726,9618,0.3018299022665835,1.0,1.0,1.0,0.9923743500866551,0.7530543280478295,0.6028280307756291,0.165346193592835,0.3310368584223217,0.6624181880812953,0.9862211505339304,0.9979331725800895,0.998622115053393,0.9989804882565575
18,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",April,"{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 100}",71211,5736,0.34309623430962344,1.0,1.0,0.980819529206626,0.922093023255814,0.7955536181342633,0.6698047419804742,0.14532520325203252,0.29115853658536583,0.5716463414634146,0.8058943089430894,0.9273373983739838,0.9761178861788617,0.9686968675021145
19,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",May,"{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 100}",74857,6484,0.3431523750771129,0.9969135802469136,0.9953703703703703,0.9837962962962963,0.9290488431876607,0.8083301195526418,0.6736582356570019,0.1451685393258427,0.2898876404494382,0.5730337078651685,0.8121348314606741,0.9420224719101123,0.9815730337078652,0.9741703886812065
20,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",June,"{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 100}",80726,9618,0.3018299022665835,1.0,0.9906347554630593,0.9615184607384295,0.8696707105719237,0.7262802183519625,0.5980453316697858,0.165346193592835,0.3279366172924561,0.6369273165690665,0.8642783327592146,0.9624526352049604,0.990699276610403,0.9739341205813485
21,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",April,"{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 1000}",71211,5736,0.34309623430962344,1.0,0.9982547993019197,0.987794245858762,0.9284883720930233,0.8034001743679163,0.6722454672245467,0.14532520325203252,0.29065040650406504,0.5757113821138211,0.8114837398373984,0.9364837398373984,0.9796747967479674,0.9722997633041618
22,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",May,"{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 1000}",74857,6484,0.3431523750771129,1.0,0.9953703703703703,0.9876543209876543,0.9352185089974293,0.8110296953335905,0.675817396668723,0.1456179775280899,0.2898876404494382,0.5752808988764045,0.8175280898876405,0.9451685393258427,0.9847191011235955,0.9770361771898768
23,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",June,"{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 1000}",80726,9618,0.3018299022665835,0.9979166666666667,0.991675338189386,0.9698387935517421,0.8783362218370884,0.7283597608526124,0.5997088791848617,0.16500172235618327,0.3282810885291078,0.6424388563554944,0.8728901136755081,0.9652084050981743,0.9934550465036169,0.9763220269990553
24,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",April,"{'C': 0.01, 'penalty': 'l1'}",71211,5736,0.34309623430962344,0.6048951048951049,0.5410122164048866,0.4952048823016565,0.4744186046511628,0.44812554489973844,0.42677824267782427,0.08790650406504065,0.15752032520325204,0.2886178861788618,0.4146341463414634,0.5223577235772358,0.6219512195121951,0.626219754932422
25,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",May,"{'C': 0.01, 'penalty': 'l1'}",74857,6484,0.3431523750771129,0.5679012345679012,0.5138888888888888,0.4868827160493827,0.4652956298200514,0.4496721943694562,0.43460826650215917,0.08269662921348314,0.1496629213483146,0.28359550561797753,0.4067415730337079,0.5240449438202247,0.6332584269662921,0.6272155989563409
26,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",June,"{'C': 0.01, 'penalty': 'l1'}",80726,9618,0.3018299022665835,0.47708333333333336,0.4713839750260146,0.45605824232969316,0.43535528596187173,0.40966987262802185,0.39030983572468286,0.07888391319324836,0.15604547020323803,0.3021012745435756,0.43265587323458493,0.5428866689631415,0.6465725111953152,0.6366322460473657
27,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",April,"{'C': 0.01, 'penalty': 'l2'}",71211,5736,0.34309623430962344,0.6363636363636364,0.5654450261780105,0.5143853530950305,0.46918604651162793,0.4455100261551874,0.4285216178521618,0.09247967479674797,0.16463414634146342,0.2997967479674797,0.4100609756097561,0.5193089430894309,0.6244918699186992,0.6336525059120017
28,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",May,"{'C': 0.01, 'penalty': 'l2'}",74857,6484,0.3431523750771129,0.5895061728395061,0.5709876543209876,0.5262345679012346,0.47917737789203085,0.45969919012726573,0.4420111042566317,0.08584269662921348,0.1662921348314607,0.30651685393258427,0.418876404494382,0.5357303370786517,0.6440449438202247,0.6415698679069571
29,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",June,"{'C': 0.01, 'penalty': 'l2'}",80726,9618,0.3018299022665835,0.5083333333333333,0.5244536940686785,0.484659386375455,0.4495667244367418,0.42578632700805824,0.4017467248908297,0.08405098174302446,0.17361350327247674,0.32104719255942127,0.44677919393730625,0.5642438856355494,0.6655184292111609,0.6549849450936447
30,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",April,"{'C': 1, 'penalty': 'l1'}",71211,5736,0.34309623430962344,0.6328671328671329,0.6055846422338569,0.5222319093286836,0.48023255813953486,0.4489973844812554,0.4306136680613668,0.09197154471544715,0.17632113821138212,0.304369918699187,0.41971544715447157,0.5233739837398373,0.6275406504065041,0.6409804752904217
31,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",May,"{'C': 1, 'penalty': 'l1'}",74857,6484,0.3431523750771129,0.5833333333333334,0.5864197530864198,0.5339506172839507,0.49408740359897174,0.4658696490551485,0.44509561998766195,0.08494382022471911,0.1707865168539326,0.3110112359550562,0.43191011235955057,0.5429213483146067,0.6485393258426966,0.6474660665715167
32,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",June,"{'C': 1, 'penalty': 'l1'}",80726,9618,0.3018299022665835,0.5020833333333333,0.5317377731529657,0.4971398855954238,0.4582322357019064,0.4328047829477515,0.40257849864836764,0.08301756803306924,0.17602480192903894,0.32931450223906306,0.45539097485359975,0.5735446090251464,0.6668963141577678,0.6599720062615279
33,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",April,"{'C': 1, 'penalty': 'l2'}",71211,5736,0.34309623430962344,0.6258741258741258,0.6003490401396161,0.5204882301656495,0.4755813953488372,0.44681778552746293,0.4299163179916318,0.09095528455284553,0.17479674796747968,0.30335365853658536,0.41565040650406504,0.5208333333333334,0.6265243902439024,0.6390888774532648
34,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",May,"{'C': 1, 'penalty': 'l2'}",74857,6484,0.3431523750771129,0.5833333333333334,0.5848765432098766,0.5347222222222222,0.493573264781491,0.4681835711531045,0.44540407156076495,0.08494382022471911,0.1703370786516854,0.3114606741573034,0.4314606741573034,0.5456179775280899,0.6489887640449438,0.6474570968022773
35,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",June,"{'C': 1, 'penalty': 'l2'}",80726,9618,0.3018299022665835,0.5,0.5369406867845994,0.4960998439937597,0.4558058925476603,0.43150506888484536,0.4015387814514452,0.0826730967964175,0.17774715811229763,0.3286255597657596,0.45297967619703755,0.5718222528418877,0.6651739579745092,0.6592185299362947
36,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",April,"{'C': 10, 'penalty': 'l1'}",71211,5736,0.34309623430962344,0.6433566433566433,0.6055846422338569,0.5239755884917175,0.47848837209302325,0.44986922406277247,0.4316596931659693,0.09349593495934959,0.17632113821138212,0.3053861788617886,0.4181910569105691,0.524390243902439,0.6290650406504065,0.6408805484352614
37,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",May,"{'C': 10, 'penalty': 'l1'}",74857,6484,0.3431523750771129,0.5864197530864198,0.5864197530864198,0.5347222222222222,0.49460154241645243,0.46934053220208255,0.4447871684145589,0.0853932584269663,0.1707865168539326,0.3114606741573034,0.43235955056179776,0.5469662921348315,0.6480898876404494,0.6475968141490196
38,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",June,"{'C': 10, 'penalty': 'l1'}",80726,9618,0.3018299022665835,0.5041666666666667,0.5306971904266389,0.4955798231929277,0.4599653379549393,0.4317650116974266,0.40216261176959867,0.08336203926972098,0.1756803306923872,0.3282810885291078,0.4571133310368584,0.5721667240785394,0.6662073716844643,0.6602180351596636
39,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",April,"{'C': 10, 'penalty': 'l2'}",71211,5736,0.34309623430962344,0.6328671328671329,0.6020942408376964,0.5222319093286836,0.47790697674418603,0.44812554489973844,0.4306136680613668,0.09197154471544715,0.17530487804878048,0.304369918699187,0.4176829268292683,0.5223577235772358,0.6275406504065041,0.6401283325134206
40,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",May,"{'C': 10, 'penalty': 'l2'}",74857,6484,0.3431523750771129,0.5771604938271605,0.5895061728395061,0.5378086419753086,0.49408740359897174,0.46625530273814114,0.4447871684145589,0.08404494382022472,0.17168539325842697,0.31325842696629214,0.43191011235955057,0.5433707865168539,0.6480898876404494,0.6472740079830946
41,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)",June,"{'C': 10, 'penalty': 'l2'}",80726,9618,0.3018299022665835,0.5083333333333333,0.5296566077003122,0.4960998439937597,0.458578856152513,0.432284897322589,0.4017467248908297,0.08405098174302446,0.17533585945573546,0.3286255597657596,0.45573544609025146,0.572855666551843,0.6655184292111609,0.66009640577737
42,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')",April,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 2}",71211,5736,0.34309623430962344,0.4230769230769231,0.4258289703315881,0.42545771578029645,0.4372093023255814,0.4237140366172624,0.4205020920502092,0.061483739837398375,0.12398373983739837,0.24796747967479674,0.3821138211382114,0.49390243902439024,0.6128048780487805,0.6121138858681581
43,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')",May,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 2}",74857,6484,0.3431523750771129,0.4012345679012346,0.4074074074074074,0.42592592592592593,0.4308483290488432,0.4188198997300424,0.41671807526218385,0.058426966292134834,0.11865168539325843,0.24808988764044942,0.37662921348314604,0.4880898876404494,0.6071910112359551,0.608828680045693
